dept_name,gender,emp_no,from_date,to_date,Year_of_Hiring,Active
Production,M,110421,30-01-91,07-06-96,1992,1
Production,M,110421,30-01-91,07-06-96,1993,1
Production,M,110421,30-01-91,07-06-96,1994,1
Production,M,110421,30-01-91,07-06-96,1995,1
Production,M,110421,30-01-91,07-06-96,1996,1
Production,M,110421,30-01-91,07-06-96,1997,0
Production,M,110421,30-01-91,07-06-96,1998,0
Production,M,110421,30-01-91,07-06-96,1999,0
Production,M,110421,30-01-91,07-06-96,2000,0
Production,M,110422,11-03-90,18-07-93,1990,1
Production,M,110422,11-03-90,18-07-93,1991,1
Production,M,110422,11-03-90,18-07-93,1992,1
Production,M,110422,11-03-90,18-07-93,1993,1
Production,M,110422,11-03-90,18-07-93,1994,0
Production,M,110422,11-03-90,18-07-93,1995,0
Production,M,110422,11-03-90,18-07-93,1996,0
Production,M,110422,11-03-90,18-07-93,1997,0
Production,M,110422,11-03-90,18-07-93,1998,0
Production,M,110422,11-03-90,18-07-93,1999,0
Production,M,110422,11-03-90,18-07-93,2000,0
Production,M,110423,23-03-91,21-03-96,1990,0
Production,M,110423,23-03-91,21-03-96,1991,1
Production,M,110423,23-03-91,21-03-96,1992,1
Production,M,110423,23-03-91,21-03-96,1993,1
Production,M,110423,23-03-91,21-03-96,1994,1
Production,M,110423,23-03-91,21-03-96,1995,1
Production,M,110423,23-03-91,21-03-96,1996,1
Production,M,110423,23-03-91,21-03-96,1997,0
Production,M,110423,23-03-91,21-03-96,1998,0
Production,M,110423,23-03-91,21-03-96,1999,0
Production,M,110423,23-03-91,21-03-96,2000,0
Production,M,110424,15-07-90,11-02-92,1990,1
Production,M,110424,15-07-90,11-02-92,1991,1
Production,M,110424,15-07-90,11-02-92,1992,1
Production,M,110424,15-07-90,11-02-92,1993,0
Production,M,110424,15-07-90,11-02-92,1994,0
Production,M,110424,15-07-90,11-02-92,1995,0
Production,M,110424,15-07-90,11-02-92,1996,0
Production,M,110424,15-07-90,11-02-92,1997,0
Production,M,110424,15-07-90,11-02-92,1998,0
Production,M,110424,15-07-90,11-02-92,1999,0
Production,M,110424,15-07-90,11-02-92,2000,0
Production,M,110425,30-12-92,28-12-01,1990,0
Production,M,110425,30-12-92,28-12-01,1991,0
Production,M,110425,30-12-92,28-12-01,1992,1
Production,M,110425,30-12-92,28-12-01,1993,1
Production,M,110425,30-12-92,28-12-01,1994,1
Production,M,110425,30-12-92,28-12-01,1995,1
Production,M,110425,30-12-92,28-12-01,1996,1
Production,M,110425,30-12-92,28-12-01,1997,1
Production,M,110425,30-12-92,28-12-01,1998,1
Production,M,110425,30-12-92,28-12-01,1999,1
Production,M,110425,30-12-92,28-12-01,2000,1
Production,M,110426,25-04-93,18-10-98,1990,0
Production,M,110426,25-04-93,18-10-98,1991,0
Production,M,110426,25-04-93,18-10-98,1992,0
Production,M,110426,25-04-93,18-10-98,1993,1
Production,M,110426,25-04-93,18-10-98,1994,1
Production,M,110426,25-04-93,18-10-98,1995,1
Production,M,110426,25-04-93,18-10-98,1996,1
Production,M,110426,25-04-93,18-10-98,1997,1
Production,M,110426,25-04-93,18-10-98,1998,1
Production,M,110426,25-04-93,18-10-98,1999,0
Production,M,110426,25-04-93,18-10-98,2000,0
Production,M,110427,30-03-93,29-03-98,1990,0
Production,M,110427,30-03-93,29-03-98,1991,0
Production,M,110427,30-03-93,29-03-98,1992,0
Production,M,110427,30-03-93,29-03-98,1993,1
Production,M,110427,30-03-93,29-03-98,1994,1
Production,M,110427,30-03-93,29-03-98,1995,1
Production,M,110427,30-03-93,29-03-98,1996,1
Production,M,110427,30-03-93,29-03-98,1997,1
Production,M,110427,30-03-93,29-03-98,1998,1
Production,M,110427,30-03-93,29-03-98,1999,0
Production,M,110427,30-03-93,29-03-98,2000,0
Production,M,110428,20-02-96,18-02-01,1990,0
Production,M,110428,20-02-96,18-02-01,1991,0
Production,M,110428,20-02-96,18-02-01,1992,0
Production,M,110428,20-02-96,18-02-01,1993,0
Production,M,110428,20-02-96,18-02-01,1994,0
Production,M,110428,20-02-96,18-02-01,1995,0
Production,M,110428,20-02-96,18-02-01,1996,1
Production,M,110428,20-02-96,18-02-01,1997,1
Production,M,110428,20-02-96,18-02-01,1998,1
Production,M,110428,20-02-96,18-02-01,1999,1
Production,M,110428,20-02-96,18-02-01,2000,1
Production,F,110429,14-06-95,27-12-04,1990,0
Production,F,110429,14-06-95,27-12-04,1991,0
Production,F,110429,14-06-95,27-12-04,1992,0
Production,F,110429,14-06-95,27-12-04,1993,0
Production,F,110429,14-06-95,27-12-04,1994,0
Production,F,110429,14-06-95,27-12-04,1995,1
Production,F,110429,14-06-95,27-12-04,1996,1
Production,F,110429,14-06-95,27-12-04,1997,1
Production,F,110429,14-06-95,27-12-04,1998,1
Production,F,110429,14-06-95,27-12-04,1999,1
Production,F,110429,14-06-95,27-12-04,2000,1
Production,M,110430,29-05-98,27-05-00,1990,0
Production,M,110430,29-05-98,27-05-00,1991,0
Production,M,110430,29-05-98,27-05-00,1992,0
Production,M,110430,29-05-98,27-05-00,1993,0
Production,M,110430,29-05-98,27-05-00,1994,0
Production,M,110430,29-05-98,27-05-00,1995,0
Production,M,110430,29-05-98,27-05-00,1996,0
Production,M,110430,29-05-98,27-05-00,1997,0
Production,M,110430,29-05-98,27-05-00,1998,1
Production,M,110430,29-05-98,27-05-00,1999,1
Production,M,110430,29-05-98,27-05-00,2000,1
Development,M,110511,31-12-91,28-12-00,1990,0
Development,M,110511,31-12-91,28-12-00,1991,1
Development,M,110511,31-12-91,28-12-00,1992,1
Development,M,110511,31-12-91,28-12-00,1993,1
Development,M,110511,31-12-91,28-12-00,1994,1
Development,M,110511,31-12-91,28-12-00,1995,1
Development,M,110511,31-12-91,28-12-00,1996,1
Development,M,110511,31-12-91,28-12-00,1997,1
Development,M,110511,31-12-91,28-12-00,1998,1
Development,M,110511,31-12-91,28-12-00,1999,1
Development,M,110511,31-12-91,28-12-00,2000,1
Development,F,110567,25-04-92,18-10-97,1990,0
Development,F,110567,25-04-92,18-10-97,1991,0
Development,F,110567,25-04-92,18-10-97,1992,1
Development,F,110567,25-04-92,18-10-97,1993,1
Development,F,110567,25-04-92,18-10-97,1994,1
Development,F,110567,25-04-92,18-10-97,1995,1
Development,F,110567,25-04-92,18-10-97,1996,1
Development,F,110567,25-04-92,18-10-97,1997,1
Development,F,110567,25-04-92,18-10-97,1998,0
Development,F,110567,25-04-92,18-10-97,1999,0
Development,F,110567,25-04-92,18-10-97,2000,0
Development,M,110568,05-01-90,20-08-03,1990,1
Development,M,110568,05-01-90,20-08-03,1991,1
Development,M,110568,05-01-90,20-08-03,1992,1
Development,M,110568,05-01-90,20-08-03,1993,1
Development,M,110568,05-01-90,20-08-03,1994,1
Development,M,110568,05-01-90,20-08-03,1995,1
Development,M,110568,05-01-90,20-08-03,1996,1
Development,M,110568,05-01-90,20-08-03,1997,1
Development,M,110568,05-01-90,20-08-03,1998,1
Development,M,110568,05-01-90,20-08-03,1999,1
Development,M,110568,05-01-90,20-08-03,2000,1
Development,M,110569,03-10-94,02-10-98,1990,0
Development,M,110569,03-10-94,02-10-98,1991,0
Development,M,110569,03-10-94,02-10-98,1992,0
Development,M,110569,03-10-94,02-10-98,1993,0
Development,M,110569,03-10-94,02-10-98,1994,1
Development,M,110569,03-10-94,02-10-98,1995,1
Development,M,110569,03-10-94,02-10-98,1996,1
Development,M,110569,03-10-94,02-10-98,1997,1
Development,M,110569,03-10-94,02-10-98,1998,1
Development,M,110569,03-10-94,02-10-98,1999,0
Development,M,110569,03-10-94,02-10-98,2000,0
Development,F,110570,07-04-97,06-04-01,1990,0
Development,F,110570,07-04-97,06-04-01,1991,0
Development,F,110570,07-04-97,06-04-01,1992,0
Development,F,110570,07-04-97,06-04-01,1993,0
Development,F,110570,07-04-97,06-04-01,1994,0
Development,F,110570,07-04-97,06-04-01,1995,0
Development,F,110570,07-04-97,06-04-01,1996,0
Development,F,110570,07-04-97,06-04-01,1997,1
Development,F,110570,07-04-97,06-04-01,1998,1
Development,F,110570,07-04-97,06-04-01,1999,1
Development,F,110570,07-04-97,06-04-01,2000,1
Development,M,110571,28-02-99,01-01-99,1990,0
Development,M,110571,28-02-99,01-01-99,1991,0
Development,M,110571,28-02-99,01-01-99,1992,0
Development,M,110571,28-02-99,01-01-99,1993,0
Development,M,110571,28-02-99,01-01-99,1994,0
Development,M,110571,28-02-99,01-01-99,1995,0
Development,M,110571,28-02-99,01-01-99,1996,0
Development,M,110571,28-02-99,01-01-99,1997,0
Development,M,110571,28-02-99,01-01-99,1998,0
Development,M,110571,28-02-99,01-01-99,1999,1
Development,M,110571,28-02-99,01-01-99,2000,1
Development,M,110572,20-02-93,19-02-98,1990,0
Development,M,110572,20-02-93,19-02-98,1991,0
Development,M,110572,20-02-93,19-02-98,1992,0
Development,M,110572,20-02-93,19-02-98,1993,1
Development,M,110572,20-02-93,19-02-98,1994,1
Development,M,110572,20-02-93,19-02-98,1995,1
Development,M,110572,20-02-93,19-02-98,1996,1
Development,M,110572,20-02-93,19-02-98,1997,1
Development,M,110572,20-02-93,19-02-98,1998,1
Development,M,110572,20-02-93,19-02-98,1999,0
Development,M,110572,20-02-93,19-02-98,2000,0
Development,M,110573,14-06-92,11-01-94,1990,0
Development,M,110573,14-06-92,11-01-94,1991,0
Development,M,110573,14-06-92,11-01-94,1992,1
Development,M,110573,14-06-92,11-01-94,1993,1
Development,M,110573,14-06-92,11-01-94,1994,1
Development,M,110573,14-06-92,11-01-94,1995,0
Development,M,110573,14-06-92,11-01-94,1996,0
Development,M,110573,14-06-92,11-01-94,1997,0
Development,M,110573,14-06-92,11-01-94,1998,0
Development,M,110573,14-06-92,11-01-94,1999,0
Development,M,110573,14-06-92,11-01-94,2000,0
Development,F,110574,30-11-94,28-11-03,1990,0
Development,F,110574,30-11-94,28-11-03,1991,0
Development,F,110574,30-11-94,28-11-03,1992,0
Development,F,110574,30-11-94,28-11-03,1993,0
Development,F,110574,30-11-94,28-11-03,1994,1
Development,F,110574,30-11-94,28-11-03,1995,1
Development,F,110574,30-11-94,28-11-03,1996,1
Development,F,110574,30-11-94,28-11-03,1997,1
Development,F,110574,30-11-94,28-11-03,1998,1
Development,F,110574,30-11-94,28-11-03,1999,1
Development,F,110574,30-11-94,28-11-03,2000,1
Development,F,110575,26-03-95,17-09-00,1990,0
Development,F,110575,26-03-95,17-09-00,1991,0
Development,F,110575,26-03-95,17-09-00,1992,0
Development,F,110575,26-03-95,17-09-00,1993,0
Development,F,110575,26-03-95,17-09-00,1994,0
Development,F,110575,26-03-95,17-09-00,1995,1
Development,F,110575,26-03-95,17-09-00,1996,1
Development,F,110575,26-03-95,17-09-00,1997,1
Development,F,110575,26-03-95,17-09-00,1998,1
Development,F,110575,26-03-95,17-09-00,1999,1
Development,F,110575,26-03-95,17-09-00,2000,1
Development,M,110576,28-02-95,27-02-00,1990,0
Development,M,110576,28-02-95,27-02-00,1991,0
Development,M,110576,28-02-95,27-02-00,1992,0
Development,M,110576,28-02-95,27-02-00,1993,0
Development,M,110576,28-02-95,27-02-00,1994,0
Development,M,110576,28-02-95,27-02-00,1995,1
Development,M,110576,28-02-95,27-02-00,1996,1
Development,M,110576,28-02-95,27-02-00,1997,1
Development,M,110576,28-02-95,27-02-00,1998,1
Development,M,110576,28-02-95,27-02-00,1999,1
Development,M,110576,28-02-95,27-02-00,2000,1
Development,F,110577,29-01-92,27-09-96,1990,0
Development,F,110577,29-01-92,27-09-96,1991,0
Development,F,110577,29-01-92,27-09-96,1992,1
Development,F,110577,29-01-92,27-09-96,1993,1
Development,F,110577,29-01-92,27-09-96,1994,1
Development,F,110577,29-01-92,27-09-96,1995,1
Development,F,110577,29-01-92,27-09-96,1996,1
Development,F,110577,29-01-92,27-09-96,1997,0
Development,F,110577,29-01-92,27-09-96,1998,0
Development,F,110577,29-01-92,27-09-96,1999,0
Development,F,110577,29-01-92,27-09-96,2000,0
Development,F,110578,12-03-99,21-01-00,1990,0
Development,F,110578,12-03-99,21-01-00,1991,0
Development,F,110578,12-03-99,21-01-00,1992,0
Development,F,110578,12-03-99,21-01-00,1993,0
Development,F,110578,12-03-99,21-01-00,1994,0
Development,F,110578,12-03-99,21-01-00,1995,0
Development,F,110578,12-03-99,21-01-00,1996,0
Development,F,110578,12-03-99,21-01-00,1997,0
Development,F,110578,12-03-99,21-01-00,1998,0
Development,F,110578,12-03-99,21-01-00,1999,1
Development,F,110578,12-03-99,21-01-00,2000,1
Development,F,110579,29-05-98,01-01-99,1990,0
Development,F,110579,29-05-98,01-01-99,1991,0
Development,F,110579,29-05-98,01-01-99,1992,0
Development,F,110579,29-05-98,01-01-99,1993,0
Development,F,110579,29-05-98,01-01-99,1994,0
Development,F,110579,29-05-98,01-01-99,1995,0
Development,F,110579,29-05-98,01-01-99,1996,0
Development,F,110579,29-05-98,01-01-99,1997,0
Development,F,110579,29-05-98,01-01-99,1998,1
Development,F,110579,29-05-98,01-01-99,1999,1
Development,F,110579,29-05-98,01-01-99,2000,1
Quality Management,F,110725,30-12-95,28-12-01,1990,0
Quality Management,F,110725,30-12-95,28-12-01,1991,0
Quality Management,F,110725,30-12-95,28-12-01,1992,0
Quality Management,F,110725,30-12-95,28-12-01,1993,0
Quality Management,F,110725,30-12-95,28-12-01,1994,0
Quality Management,F,110725,30-12-95,28-12-01,1995,1
Quality Management,F,110725,30-12-95,28-12-01,1996,1
Quality Management,F,110725,30-12-95,28-12-01,1997,1
Quality Management,F,110725,30-12-95,28-12-01,1998,1
Quality Management,F,110725,30-12-95,28-12-01,1999,1
Quality Management,F,110725,30-12-95,28-12-01,2000,1
Quality Management,F,110765,07-01-92,05-01-98,1990,0
Quality Management,F,110765,07-01-92,05-01-98,1991,0
Quality Management,F,110765,07-01-92,05-01-98,1992,1
Quality Management,F,110765,07-01-92,05-01-98,1993,1
Quality Management,F,110765,07-01-92,05-01-98,1994,1
Quality Management,F,110765,07-01-92,05-01-98,1995,1
Quality Management,F,110765,07-01-92,05-01-98,1996,1
Quality Management,F,110765,07-01-92,05-01-98,1997,1
Quality Management,F,110765,07-01-92,05-01-98,1998,1
Quality Management,F,110765,07-01-92,05-01-98,1999,0
Quality Management,F,110765,07-01-92,05-01-98,2000,0
Quality Management,F,110800,10-08-93,09-08-98,1990,0
Quality Management,F,110800,10-08-93,09-08-98,1991,0
Quality Management,F,110800,10-08-93,09-08-98,1992,0
Quality Management,F,110800,10-08-93,09-08-98,1993,1
Quality Management,F,110800,10-08-93,09-08-98,1994,1
Quality Management,F,110800,10-08-93,09-08-98,1995,1
Quality Management,F,110800,10-08-93,09-08-98,1996,1
Quality Management,F,110800,10-08-93,09-08-98,1997,1
Quality Management,F,110800,10-08-93,09-08-98,1998,1
Quality Management,F,110800,10-08-93,09-08-98,1999,0
Quality Management,F,110800,10-08-93,09-08-98,2000,0
Quality Management,M,110854,09-06-90,07-06-98,1990,1
Quality Management,M,110854,09-06-90,07-06-98,1991,1
Quality Management,M,110854,09-06-90,07-06-98,1992,1
Quality Management,M,110854,09-06-90,07-06-98,1993,1
Quality Management,M,110854,09-06-90,07-06-98,1994,1
Quality Management,M,110854,09-06-90,07-06-98,1995,1
Quality Management,M,110854,09-06-90,07-06-98,1996,1
Quality Management,M,110854,09-06-90,07-06-98,1997,1
Quality Management,M,110854,09-06-90,07-06-98,1998,1
Quality Management,M,110854,09-06-90,07-06-98,1999,0
Quality Management,M,110854,09-06-90,07-06-98,2000,0
Quality Management,M,110855,14-05-94,12-05-00,1990,0
Quality Management,M,110855,14-05-94,12-05-00,1991,0
Quality Management,M,110855,14-05-94,12-05-00,1992,0
Quality Management,M,110855,14-05-94,12-05-00,1993,0
Quality Management,M,110855,14-05-94,12-05-00,1994,1
Quality Management,M,110855,14-05-94,12-05-00,1995,1
Quality Management,M,110855,14-05-94,12-05-00,1996,1
Quality Management,M,110855,14-05-94,12-05-00,1997,1
Quality Management,M,110855,14-05-94,12-05-00,1998,1
Quality Management,M,110855,14-05-94,12-05-00,1999,1
Quality Management,M,110855,14-05-94,12-05-00,2000,1
Quality Management,F,110856,12-05-93,11-05-98,1990,0
Quality Management,F,110856,12-05-93,11-05-98,1991,0
Quality Management,F,110856,12-05-93,11-05-98,1992,0
Quality Management,F,110856,12-05-93,11-05-98,1993,1
Quality Management,F,110856,12-05-93,11-05-98,1994,1
Quality Management,F,110856,12-05-93,11-05-98,1995,1
Quality Management,F,110856,12-05-93,11-05-98,1996,1
Quality Management,F,110856,12-05-93,11-05-98,1997,1
Quality Management,F,110856,12-05-93,11-05-98,1998,1
Quality Management,F,110856,12-05-93,11-05-98,1999,0
Quality Management,F,110856,12-05-93,11-05-98,2000,0
Quality Management,M,110857,04-03-91,02-03-96,1990,0
Quality Management,M,110857,04-03-91,02-03-96,1991,1
Quality Management,M,110857,04-03-91,02-03-96,1992,1
Quality Management,M,110857,04-03-91,02-03-96,1993,1
Quality Management,M,110857,04-03-91,02-03-96,1994,1
Quality Management,M,110857,04-03-91,02-03-96,1995,1
Quality Management,M,110857,04-03-91,02-03-96,1996,1
Quality Management,M,110857,04-03-91,02-03-96,1997,0
Quality Management,M,110857,04-03-91,02-03-96,1998,0
Quality Management,M,110857,04-03-91,02-03-96,1999,0
Quality Management,M,110857,04-03-91,02-03-96,2000,0
Quality Management,M,110858,27-06-90,26-06-95,1990,1
Quality Management,M,110858,27-06-90,26-06-95,1991,1
Quality Management,M,110858,27-06-90,26-06-95,1992,1
Quality Management,M,110858,27-06-90,26-06-95,1993,1
Quality Management,M,110858,27-06-90,26-06-95,1994,1
Quality Management,M,110858,27-06-90,26-06-95,1995,1
Quality Management,M,110858,27-06-90,26-06-95,1996,0
Quality Management,M,110858,27-06-90,26-06-95,1997,0
Quality Management,M,110858,27-06-90,26-06-95,1998,0
Quality Management,M,110858,27-06-90,26-06-95,1999,0
Quality Management,M,110858,27-06-90,26-06-95,2000,0
Quality Management,F,110859,29-12-96,28-12-02,1990,0
Quality Management,F,110859,29-12-96,28-12-02,1991,0
Quality Management,F,110859,29-12-96,28-12-02,1992,0
Quality Management,F,110859,29-12-96,28-12-02,1993,0
Quality Management,F,110859,29-12-96,28-12-02,1994,0
Quality Management,F,110859,29-12-96,28-12-02,1995,0
Quality Management,F,110859,29-12-96,28-12-02,1996,1
Quality Management,F,110859,29-12-96,28-12-02,1997,1
Quality Management,F,110859,29-12-96,28-12-02,1998,1
Quality Management,F,110859,29-12-96,28-12-02,1999,1
Quality Management,F,110859,29-12-96,28-12-02,2000,1
Quality Management,F,110860,06-01-93,05-01-99,1990,0
Quality Management,F,110860,06-01-93,05-01-99,1991,0
Quality Management,F,110860,06-01-93,05-01-99,1992,0
Quality Management,F,110860,06-01-93,05-01-99,1993,1
Quality Management,F,110860,06-01-93,05-01-99,1994,1
Quality Management,F,110860,06-01-93,05-01-99,1995,1
Quality Management,F,110860,06-01-93,05-01-99,1996,1
Quality Management,F,110860,06-01-93,05-01-99,1997,1
Quality Management,F,110860,06-01-93,05-01-99,1998,1
Quality Management,F,110860,06-01-93,05-01-99,1999,1
Quality Management,F,110860,06-01-93,05-01-99,2000,0
Quality Management,F,110861,10-08-94,09-08-99,1990,0
Quality Management,F,110861,10-08-94,09-08-99,1991,0
Quality Management,F,110861,10-08-94,09-08-99,1992,0
Quality Management,F,110861,10-08-94,09-08-99,1993,0
Quality Management,F,110861,10-08-94,09-08-99,1994,1
Quality Management,F,110861,10-08-94,09-08-99,1995,1
Quality Management,F,110861,10-08-94,09-08-99,1996,1
Quality Management,F,110861,10-08-94,09-08-99,1997,1
Quality Management,F,110861,10-08-94,09-08-99,1998,1
Quality Management,F,110861,10-08-94,09-08-99,1999,1
Quality Management,F,110861,10-08-94,09-08-99,2000,0
Quality Management,M,110862,09-06-91,07-06-99,1990,0
Quality Management,M,110862,09-06-91,07-06-99,1991,1
Quality Management,M,110862,09-06-91,07-06-99,1992,1
Quality Management,M,110862,09-06-91,07-06-99,1993,1
Quality Management,M,110862,09-06-91,07-06-99,1994,1
Quality Management,M,110862,09-06-91,07-06-99,1995,1
Quality Management,M,110862,09-06-91,07-06-99,1996,1
Quality Management,M,110862,09-06-91,07-06-99,1997,1
Quality Management,M,110862,09-06-91,07-06-99,1998,1
Quality Management,M,110862,09-06-91,07-06-99,1999,1
Quality Management,M,110862,09-06-91,07-06-99,2000,0
Quality Management,M,110863,14-05-95,12-05-01,1990,0
Quality Management,M,110863,14-05-95,12-05-01,1991,0
Quality Management,M,110863,14-05-95,12-05-01,1992,0
Quality Management,M,110863,14-05-95,12-05-01,1993,0
Quality Management,M,110863,14-05-95,12-05-01,1994,0
Quality Management,M,110863,14-05-95,12-05-01,1995,1
Quality Management,M,110863,14-05-95,12-05-01,1996,1
Quality Management,M,110863,14-05-95,12-05-01,1997,1
Quality Management,M,110863,14-05-95,12-05-01,1998,1
Quality Management,M,110863,14-05-95,12-05-01,1999,1
Quality Management,M,110863,14-05-95,12-05-01,2000,1
Quality Management,M,110864,12-05-94,11-05-99,1990,0
Quality Management,M,110864,12-05-94,11-05-99,1991,0
Quality Management,M,110864,12-05-94,11-05-99,1992,0
Quality Management,M,110864,12-05-94,11-05-99,1993,0
Quality Management,M,110864,12-05-94,11-05-99,1994,1
Quality Management,M,110864,12-05-94,11-05-99,1995,1
Quality Management,M,110864,12-05-94,11-05-99,1996,1
Quality Management,M,110864,12-05-94,11-05-99,1997,1
Quality Management,M,110864,12-05-94,11-05-99,1998,1
Quality Management,M,110864,12-05-94,11-05-99,1999,1
Quality Management,M,110864,12-05-94,11-05-99,2000,0
Quality Management,F,110865,03-03-92,02-03-97,1990,0
Quality Management,F,110865,03-03-92,02-03-97,1991,0
Quality Management,F,110865,03-03-92,02-03-97,1992,1
Quality Management,F,110865,03-03-92,02-03-97,1993,1
Quality Management,F,110865,03-03-92,02-03-97,1994,1
Quality Management,F,110865,03-03-92,02-03-97,1995,1
Quality Management,F,110865,03-03-92,02-03-97,1996,1
Quality Management,F,110865,03-03-92,02-03-97,1997,1
Quality Management,F,110865,03-03-92,02-03-97,1998,0
Quality Management,F,110865,03-03-92,02-03-97,1999,0
Quality Management,F,110865,03-03-92,02-03-97,2000,0
Quality Management,M,110866,18-06-90,23-12-94,1990,1
Quality Management,M,110866,18-06-90,23-12-94,1991,1
Quality Management,M,110866,18-06-90,23-12-94,1992,1
Quality Management,M,110866,18-06-90,23-12-94,1993,1
Quality Management,M,110866,18-06-90,23-12-94,1994,1
Quality Management,M,110866,18-06-90,23-12-94,1995,0
Quality Management,M,110866,18-06-90,23-12-94,1996,0
Quality Management,M,110866,18-06-90,23-12-94,1997,0
Quality Management,M,110866,18-06-90,23-12-94,1998,0
Quality Management,M,110866,18-06-90,23-12-94,1999,0
Quality Management,M,110866,18-06-90,23-12-94,2000,0
Quality Management,M,110867,17-05-93,16-05-98,1990,0
Quality Management,M,110867,17-05-93,16-05-98,1991,0
Quality Management,M,110867,17-05-93,16-05-98,1992,0
Quality Management,M,110867,17-05-93,16-05-98,1993,1
Quality Management,M,110867,17-05-93,16-05-98,1994,1
Quality Management,M,110867,17-05-93,16-05-98,1995,1
Quality Management,M,110867,17-05-93,16-05-98,1996,1
Quality Management,M,110867,17-05-93,16-05-98,1997,1
Quality Management,M,110867,17-05-93,16-05-98,1998,1
Quality Management,M,110867,17-05-93,16-05-98,1999,0
Quality Management,M,110867,17-05-93,16-05-98,2000,0
Quality Management,M,110868,30-12-94,28-12-00,1990,0
Quality Management,M,110868,30-12-94,28-12-00,1991,0
Quality Management,M,110868,30-12-94,28-12-00,1992,0
Quality Management,M,110868,30-12-94,28-12-00,1993,0
Quality Management,M,110868,30-12-94,28-12-00,1994,1
Quality Management,M,110868,30-12-94,28-12-00,1995,1
Quality Management,M,110868,30-12-94,28-12-00,1996,1
Quality Management,M,110868,30-12-94,28-12-00,1997,1
Quality Management,M,110868,30-12-94,28-12-00,1998,1
Quality Management,M,110868,30-12-94,28-12-00,1999,1
Quality Management,M,110868,30-12-94,28-12-00,2000,1
Quality Management,M,110869,29-05-98,27-11-00,1990,0
Quality Management,M,110869,29-05-98,27-11-00,1991,0
Quality Management,M,110869,29-05-98,27-11-00,1992,0
Quality Management,M,110869,29-05-98,27-11-00,1993,0
Quality Management,M,110869,29-05-98,27-11-00,1994,0
Quality Management,M,110869,29-05-98,27-11-00,1995,0
Quality Management,M,110869,29-05-98,27-11-00,1996,0
Quality Management,M,110869,29-05-98,27-11-00,1997,0
Quality Management,M,110869,29-05-98,27-11-00,1998,1
Quality Management,M,110869,29-05-98,27-11-00,1999,1
Quality Management,M,110869,29-05-98,27-11-00,2000,1
Sales,M,111035,30-12-92,29-12-98,1990,0
Sales,M,111035,30-12-92,29-12-98,1991,0
Sales,M,111035,30-12-92,29-12-98,1992,1
Sales,M,111035,30-12-92,29-12-98,1993,1
Sales,M,111035,30-12-92,29-12-98,1994,1
Sales,M,111035,30-12-92,29-12-98,1995,1
Sales,M,111035,30-12-92,29-12-98,1996,1
Sales,M,111035,30-12-92,29-12-98,1997,1
Sales,M,111035,30-12-92,29-12-98,1998,1
Sales,M,111035,30-12-92,29-12-98,1999,0
Sales,M,111035,30-12-92,29-12-98,2000,0
Sales,M,111133,29-12-91,27-12-96,1990,0
Sales,M,111133,29-12-91,27-12-96,1991,1
Sales,M,111133,29-12-91,27-12-96,1992,1
Sales,M,111133,29-12-91,27-12-96,1993,1
Sales,M,111133,29-12-91,27-12-96,1994,1
Sales,M,111133,29-12-91,27-12-96,1995,1
Sales,M,111133,29-12-91,27-12-96,1996,1
Sales,M,111133,29-12-91,27-12-96,1997,0
Sales,M,111133,29-12-91,27-12-96,1998,0
Sales,M,111133,29-12-91,27-12-96,1999,0
Sales,M,111133,29-12-91,27-12-96,2000,0
Sales,M,111134,13-06-92,12-06-98,1990,0
Sales,M,111134,13-06-92,12-06-98,1991,0
Sales,M,111134,13-06-92,12-06-98,1992,1
Sales,M,111134,13-06-92,12-06-98,1993,1
Sales,M,111134,13-06-92,12-06-98,1994,1
Sales,M,111134,13-06-92,12-06-98,1995,1
Sales,M,111134,13-06-92,12-06-98,1996,1
Sales,M,111134,13-06-92,12-06-98,1997,1
Sales,M,111134,13-06-92,12-06-98,1998,1
Sales,M,111134,13-06-92,12-06-98,1999,0
Sales,M,111134,13-06-92,12-06-98,2000,0
Sales,M,111135,14-01-94,13-01-99,1990,0
Sales,M,111135,14-01-94,13-01-99,1991,0
Sales,M,111135,14-01-94,13-01-99,1992,0
Sales,M,111135,14-01-94,13-01-99,1993,0
Sales,M,111135,14-01-94,13-01-99,1994,1
Sales,M,111135,14-01-94,13-01-99,1995,1
Sales,M,111135,14-01-94,13-01-99,1996,1
Sales,M,111135,14-01-94,13-01-99,1997,1
Sales,M,111135,14-01-94,13-01-99,1998,1
Sales,M,111135,14-01-94,13-01-99,1999,1
Sales,M,111135,14-01-94,13-01-99,2000,0
Sales,M,111136,13-06-94,11-06-01,1990,0
Sales,M,111136,13-06-94,11-06-01,1991,0
Sales,M,111136,13-06-94,11-06-01,1992,0
Sales,M,111136,13-06-94,11-06-01,1993,0
Sales,M,111136,13-06-94,11-06-01,1994,1
Sales,M,111136,13-06-94,11-06-01,1995,1
Sales,M,111136,13-06-94,11-06-01,1996,1
Sales,M,111136,13-06-94,11-06-01,1997,1
Sales,M,111136,13-06-94,11-06-01,1998,1
Sales,M,111136,13-06-94,11-06-01,1999,1
Sales,M,111136,13-06-94,11-06-01,2000,1
Sales,M,111137,04-05-93,03-05-98,1990,0
Sales,M,111137,04-05-93,03-05-98,1991,0
Sales,M,111137,04-05-93,03-05-98,1992,0
Sales,M,111137,04-05-93,03-05-98,1993,1
Sales,M,111137,04-05-93,03-05-98,1994,1
